Load address: $1000 Init address: $1000 Play address: $1003
Calling initroutine with subtune 0
Calling playroutine for 3000 frames, starting from frame 0
Middle C frequency is $1168

| Frame | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | FCut RC Typ V |
|  1641 | 0C1F  F#3 AA  11 .... 398 | 122A (C#4 B1) .. .... 66D | 1B37 (G#4 B8) 10 .... 7B5 | .... .. ... . |
|  1642 | 060F (F#2 9E) 41 .... 3C0 | ....  ... ..  .. .... 68D | ....  ... ..  40 .... 7A4 | 2100 .. ... . |
|  1643 | ....  ... ..  .. .... 3E8 | 102E (B-3 AF) 20 .... 6AD | ....  ... ..  20 .... 793 | 2200 .. ... . |
|  1644 | ....  ... ..  .. .... 410 | ....  ... ..  .. .... 6CD | 6CDE (G#6 D0) 12 .... 783 | 2300 .. ... . |
|  1645 | ....  ... ..  .. .... 438 | 159A (E-4 B4) 10 .... 6EE | 183F (F#4 B6) 10 .... 772 | 2400 .. ... . |
|  1646 | ....  ... ..  .. .... 460 | 0D9B (G#3 AC) 20 .... 70E | ....  ... ..  40 .... 761 | 2500 .. ... . |
|  1647 | ....  ... ..  .. .... 488 | ....  ... ..  40 .... 72E | ....  ... ..  20 .... 750 | 2600 .. ... . |
|  1648 | ....  ... ..  .. .... 4B0 | 183F (F#4 B6) .. .... 74E | 60FD (F#6 CE) 12 .... 740 | 2700 .. ... . |
|  1649 | ....  ... ..  .. .... 4D8 | ....  ... ..  .. .... 76E | 183F (F#4 B6) 10 .... 72F | 2800 .. ... . |
|  1650 | ....  ... ..  .. .... 500 | 122A (C#4 B1) .. .... 78E | ....  ... ..  40 .... 71E | .... .. ... . |
|  1651 | ....  ... ..  40 .... 528 | ....  ... ..  .. .... 7AE | 122A (C#4 B1) 20 .... 70D | .... .. ... . |
|  1652 | ....  ... ..  .. .... 550 | 102E (B-3 AF) 20 .... 7CE | 48A9 (C#6 C9) 12 .... 6FD | .... .. ... . |
|  1653 | ....  ... ..  .. .... 578 | ....  ... ..  .. .... 7EE | 122A (C#4 B1) 10 .... 6EC | .... .. ... . |
|  1654 | ....  ... ..  .. .... 5A0 | 159A (E-4 B4) 10 .... 80F | ....  ... ..  40 .... 6DB | .... .. ... . |
|  1655 | ....  ... ..  .. .... 5C8 | 0D9B (G#3 AC) 20 .... 82F | ....  ... ..  20 .... 6CA | .... .. ... . |
|  1656 | ....  ... ..  .. .... 5F0 | ....  ... ..  40 .... 84F | 48A9 (C#6 C9) 12 .... 6BA | .... .. ... . |
|  1657 | ....  ... ..  09 00F5 ... | 183F (F#4 B6) .. .... 86F | 122A (C#4 B1) 10 .... 6A9 | .... .. ... . |
|  1658 | 0915  ... ..  .. .... 8F0 | ....  ... ..  .. .... 88F | ....  ... ..  40 .... 698 | 9000 .. ... . |
|  1659 | 5C15  F-6 CD  81 .... ... | 122A (C#4 B1) .. .... 8AF | ....  ... ..  20 .... 687 | .... .. ... . |
|  1660 | 0CD8 (G-3 AB) 41 .... ... | ....  ... ..  .. .... 8CF | 48A9 (C#6 C9) 12 .... 677 | 1800 .. ... . |
|  1661 | 0C1F (F#3 AA) 40 .... ... | 102E (B-3 AF) 20 .... 8EF | 122A (C#4 B1) 10 .... 666 | C000 .. ... . |
|  1662 | FE1F (B-7 DF) 80 .... ... | ....  ... ..  .. .... 90F | ....  ... ..  40 .... 655 | 7A00 .. ... . |
|  1663 | ....  ... ..  .. .... ... | 159A (E-4 B4) 10 .... 930 | ....  ... ..  20 .... 644 | .... .. ... . |
|  1664 | 0915  ... ..  00 .... ... | 0D9B (G#3 AC) 20 .... 950 | 48A9 (C#6 C9) 12 .... 634 | .... .. ... . |
|  1665 | ....  ... ..  .. .... ... | ....  ... ..  40 .... 970 | 122A (C#4 B1) 10 .... 623 | .... .. ... . |
|  1666 | ....  ... ..  .. .... ... | 183F (F#4 B6) .. .... 990 | ....  ... ..  40 .... 612 | .... .. ... . |
|  1667 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 9B0 | ....  ... ..  20 .... 601 | .... .. ... . |
|  1668 | ....  ... ..  .. .... ... | 122A (C#4 B1) .. .... 9D0 | 48A9 (C#6 C9) 12 .... 5F1 | .... .. ... . |
|  1669 | ....  ... ..  09 0692 ... | ....  ... ..  .. .... 9F0 | 122A (C#4 B1) 10 .... 5E0 | .... .. ... . |
|  1670 | 0307  ... ..  .. .... 418 | 102E (B-3 AF) 20 .... A10 | ....  ... ..  40 .... 5CF | 2000 .. ... . |
|  1671 | 060F  F#2 9E  11 .... 440 | ....  ... ..  .. .... A30 | ....  ... ..  20 .... 5BE | .... .. ... . |
|  1672 | 0307 (F#1 92) 40 .... 468 | 159A (E-4 B4) 10 .... A51 | 48A9 (C#6 C9) 12 .... 5AE | 2100 .. ... . |
|  1673 | ....  ... ..  .. .... 490 | 0D9B (G#3 AC) 20 .... A71 | 122A (C#4 B1) 10 .... 59D | 2200 .. ... . |
|  1674 | ....  ... ..  .. .... 4B8 | ....  ... ..  40 .... A91 | ....  ... ..  40 .... 58C | 2300 .. ... . |
|  1675 | ....  ... ..  09 .... ... | 183F (F#4 B6) .. .... AB1 | ....  ... ..  20 .... 57B | .... .. ... . |
|  1676 | ....  ... ..  .. .... 3E0 | ....  ... ..  .. .... AD1 | 48A9 (C#6 C9) 12 .... 56B | 2800 .. ... . |
|  1677 | 060F  F#2 9E  11 .... 408 | 122A (C#4 B1) .. .... AF1 | 122A (C#4 B1) 10 .... 55A | .... .. ... . |
|  1678 | 0307 (F#1 92) 41 .... 430 | ....  ... ..  .. .... B11 | ....  ... ..  40 .... 549 | 2900 .. ... . |
|  1679 | ....  ... ..  .. .... 458 | 102E (B-3 AF) 20 .... B31 | ....  ... ..  20 .... 538 | 2A00 .. ... . |
|  1680 | ....  ... ..  .. .... 480 | ....  ... ..  .. .... B51 | 48A9 (C#6 C9) 12 .... 528 | 2B00 .. ... . |
|  1681 | ....  ... ..  .. .... 4A8 | 159A (E-4 B4) 10 .... B72 | 122A (C#4 B1) 10 .... 517 | 2C00 .. ... . |
|  1682 | ....  ... ..  .. .... 4D0 | 0D9B (G#3 AC) 20 .... B92 | ....  ... ..  40 .... 506 | 2D00 .. ... . |
|  1683 | ....  ... ..  .. .... 4F8 | ....  ... ..  40 .... BB2 | ....  ... ..  20 .... 4F5 | 2E00 .. ... . |
|  1684 | ....  ... ..  .. .... 520 | 183F (F#4 B6) .. .... BD2 | 48A9 (C#6 C9) 12 .... 4E5 | 2F00 .. ... . |
|  1685 | ....  ... ..  .. .... 548 | ....  ... ..  .. .... BF2 | 122A (C#4 B1) 10 .... 4D4 | 3000 .. ... . |
|  1686 | ....  ... ..  .. .... 570 | 122A (C#4 B1) .. .... C12 | ....  ... ..  40 .... 4C3 | .... .. ... . |
|  1687 | ....  ... ..  09 .... ... | ....  ... ..  .. .... C32 | ....  ... ..  20 .... 4B2 | .... .. ... . |
|  1688 | 0ACD  ... ..  .. .... 398 | 102E (B-3 AF) 20 .... C52 | 48A9 (C#6 C9) 12 .... 4A2 | 2800 .. ... . |
|  1689 | 159A  E-4 B4  11 .... 3C0 | ....  ... ..  .. .... C72 | 122A (C#4 B1) 10 .... 491 | .... .. ... . |
|  1690 | 0ACD (E-3 A8) 41 .... 3E8 | 159A (E-4 B4) 10 .... C93 | ....  ... ..  40 .... 480 | 2900 .. ... . |
|  1691 | ....  ... ..  .. .... 410 | 0D9B (G#3 AC) 20 .... CB3 | ....  ... ..  20 .... 46F | 2A00 .. ... . |
|  1692 | ....  ... ..  .. .... 438 | ....  ... ..  40 .... CD3 | 48A9 (C#6 C9) 12 .... 45F | 2B00 .. ... . |
|  1693 | ....  ... ..  09 .... ... | 183F (F#4 B6) .. .... CF3 | 122A (C#4 B1) 10 .... 44E | .... .. ... . |
|  1694 | 0735  ... ..  .. .... 360 | ....  ... ..  .. .... D13 | ....  ... ..  40 .... 43D | 2800 .. ... . |
|  1695 | 0E6A  A-3 AD  11 .... 388 | 122A (C#4 B1) .. .... D33 | ....  ... ..  20 .... 42C | .... .. ... . |
|  1696 | 0735 (A-2 A1) 40 .... 3B0 | ....  ... ..  .. .... D53 | 48A9 (C#6 C9) 12 .... 41C | 2900 .. ... . |
|  1697 | ....  ... ..  .. .... 3D8 | 102E (B-3 AF) 20 .... D73 | 122A (C#4 B1) 10 .... 40B | 2A00 .. ... . |
|  1698 | ....  ... ..  .. .... 400 | ....  ... ..  .. .... D93 | ....  ... ..  40 .... 3FA | 2B00 .. ... . |
|  1699 | ....  ... ..  .. .... 428 | 159A (E-4 B4) 10 .... DB4 | ....  ... ..  20 .... 3E9 | 2C00 .. ... . |
|  1700 | ....  ... ..  .. .... 450 | 0D9B (G#3 AC) 20 .... DD4 | 48A9 (C#6 C9) 12 .... 3D9 | 2500 .. ... . |
|  1701 | ....  ... ..  .. .... 478 | ....  ... ..  40 .... DF4 | 122A (C#4 B1) 10 .... 3C8 | 2600 .. ... . |
|  1702 | ....  ... ..  .. .... 4A0 | 183F (F#4 B6) .. .... E14 | ....  ... ..  40 .... 3B7 | 2700 .. ... . |
|  1703 | ....  ... ..  .. .... 4C8 | ....  ... ..  .. .... E34 | ....  ... ..  20 .... 3A6 | 2800 .. ... . |
|  1704 | ....  ... ..  .. .... 4F0 | 122A (C#4 B1) .. .... E54 | 48A9 (C#6 C9) 12 .... 396 | .... .. ... . |
|  1705 | ....  ... ..  09 00F5 ... | ....  ... ..  .. .... E74 | 122A (C#4 B1) 10 .... 385 | .... .. ... . |
|  1706 | 0915  ... ..  .. .... 8F0 | 102E (B-3 AF) 20 .... E94 | ....  ... ..  40 .... 374 | 9000 .. ... . |
|  1707 | 5C15  F-6 CD  81 .... ... | ....  ... ..  .. .... EB4 | ....  ... ..  20 .... 363 | .... .. ... . |
|  1708 | 0CD8 (G-3 AB) 41 .... ... | 159A (E-4 B4) 10 .... ED5 | 48A9 (C#6 C9) 12 .... 353 | 1800 .. ... . |
|  1709 | 0C1F (F#3 AA) 40 .... ... | 0D9B (G#3 AC) 20 .... EF5 | 122A (C#4 B1) 10 .... 342 | C000 .. ... . |
|  1710 | FE1F (B-7 DF) 80 .... ... | ....  ... ..  40 .... F15 | ....  ... ..  40 .... 331 | 7A00 .. ... . |
|  1711 | ....  ... ..  .. .... ... | 183F (F#4 B6) .. .... F35 | ....  ... ..  20 .... 320 | .... .. ... . |
|  1712 | 0915  ... ..  00 .... ... | ....  ... ..  .. .... F55 | 48A9 (C#6 C9) 12 .... 310 | .... .. ... . |
|  1713 | ....  ... ..  .. .... ... | 122A (C#4 B1) .. .... F75 | 122A (C#4 B1) 10 .... ... | .... .. ... . |
|  1714 | ....  ... ..  .. .... ... | ....  ... ..  .. .... F95 | ....  ... ..  40 .... 320 | .... .. ... . |
|  1715 | ....  ... ..  .. .... ... | 102E (B-3 AF) 20 .... FB5 | ....  ... ..  20 .... 330 | .... .. ... . |
|  1716 | ....  ... ..  .. .... ... | ....  ... ..  .. .... FD5 | 48A9 (C#6 C9) 12 .... 341 | .... .. ... . |
|  1717 | ....  ... ..  09 0692 ... | 159A (E-4 B4) 10 .... FF6 | 122A (C#4 B1) 10 .... 351 | .... .. ... . |
|  1718 | 06CD  ... ..  .. .... 418 | 0D9B (G#3 AC) 20 .... ... | ....  ... ..  40 .... 361 | 2000 .. ... . |
|  1719 | 0D9B  G#3 AC  11 .... 440 | ....  ... ..  40 .... FD5 | ....  ... ..  20 .... 371 | .... .. ... . |
|  1720 | 06CD (G#2 A0) 41 .... 468 | 183F (F#4 B6) .. .... FB4 | 48A9 (C#6 C9) 12 .... 382 | 2100 .. ... . |
|  1721 | ....  ... ..  .. .... 490 | ....  ... ..  .. .... F93 | 122A (C#4 B1) 10 .... 392 | 2200 .. ... . |
|  1722 | ....  ... ..  .. .... 4B8 | 122A (C#4 B1) .. .... F72 | ....  ... ..  40 .... 3A2 | 2300 .. ... . |
|  1723 | ....  ... ..  .. .... 4E0 | ....  ... ..  .. .... F51 | ....  ... ..  20 .... 3B2 | 2400 .. ... . |
|  1724 | ....  ... ..  .. .... 508 | 102E (B-3 AF) 20 .... F30 | 48A9 (C#6 C9) 12 .... 3C3 | 2500 .. ... . |
|  1725 | ....  ... ..  .. .... 530 | ....  ... ..  .. .... F0F | 122A (C#4 B1) 10 .... 3D3 | 2600 .. ... . |
|  1726 | ....  ... ..  40 .... 558 | 159A (E-4 B4) 10 .... EEF | ....  ... ..  40 .... 3E3 | 2700 .. ... . |
|  1727 | ....  ... ..  .. .... 580 | 0D9B (G#3 AC) 20 .... ECE | ....  ... ..  20 .... 3F3 | 2800 .. ... . |
|  1728 | ....  ... ..  .. .... 5A8 | ....  ... ..  40 .... EAD | 48A9 (C#6 C9) 12 .... 404 | .... .. ... . |
|  1729 | ....  ... ..  09 00B5 ... | ....  ... ..  09 .... ... | ....  ... ..  09 .... ... | .... .. ... . |
|  1730 | 048A  ... ..  .. .... 8A8 | 099F  ... ..  .. .... 58C | 366F  ... ..  .. .... 814 | 9000 .. ... . |
|  1731 | 5C8A  F-6 CD  81 .... ... | 0CD8  G-3 AB  21 .... 56B | 366F  G#5 C4  41 .... 824 | .... .. ... . |
|  1732 | 060F (F#2 9E) 41 .... ... | 19B0 (G-4 B7) 10 .... 54A | 1800 (F#4 B6) 12 .... 834 | 1800 .. ... . |
|  1733 | 05B8 (F-2 9D) 40 .... ... | 1CD5 (A-4 B9) 20 .... 529 | 366F (G#5 C4) 10 .... 844 | C000 .. ... . |
|  1734 | ....  ... ..  .. .... ... | ....  ... ..  40 .... 508 | ....  ... ..  40 .... 854 | .... .. ... . |
|  1735 | ....  ... ..  09 0692 ... | 183F (F#4 B6) .. .... 4E7 | 39AB (A-5 C5) 20 .... 864 | .... .. ... . |
|  1736 | 060F  ... ..  .. .... 3D0 | ....  ... ..  .. .... 4C6 | 3B2D (+ 0182) 12 .... 875 | 2000 .. ... . |
|  1737 | 0C1F  F#3 AA  11 .... 3F8 | 159A (E-4 B4) .. .... 4A5 | 39AB (- 0182) 10 .... 885 | .... .. ... . |
|  1738 | 060F (F#2 9E) 41 .... 420 | ....  ... ..  .. .... 484 | ....  ... ..  40 .... 895 | 2100 .. ... . |
|  1739 | ....  ... ..  .. .... 448 | 102E (B-3 AF) 20 .... 463 | ....  ... ..  20 .... 8A5 | 2200 .. ... . |
|  1740 | ....  ... ..  .. .... 470 | ....  ... ..  .. .... 442 | 3B2D (+ 0182) 12 .... 8B6 | 2300 .. ... . |
|  1741 | ....  ... ..  .. .... 498 | 19B0 (G-4 B7) 10 .... 422 | 366F (G#5 C4) 10 .... 8C6 | 2400 .. ... . |
|  1742 | ....  ... ..  .. .... 4C0 | 1CD5 (A-4 B9) 20 .... 401 | ....  ... ..  40 .... 8D6 | 2500 .. ... . |
|  1743 | ....  ... ..  .. .... 4E8 | ....  ... ..  40 .... 3E0 | ....  ... ..  20 .... 8E6 | 2600 .. ... . |
|  1744 | ....  ... ..  .. .... 510 | 183F (F#4 B6) .. .... 3BF | 1800 (F#4 B6) 12 .... 8F7 | 2700 .. ... . |
|  1745 | ....  ... ..  .. .... 538 | ....  ... ..  .. .... 39E | 366F (G#5 C4) 10 .... 907 | 2800 .. ... . |
|  1746 | ....  ... ..  .. .... 560 | 159A (E-4 B4) .. .... 37D | ....  ... ..  40 .... 917 | .... .. ... . |
|  1747 | ....  ... ..  40 .... 588 | ....  ... ..  .. .... 35C | 2B34 (E-5 C0) 20 .... 927 | .... .. ... . |
|  1748 | ....  ... ..  .. .... 5B0 | 102E (B-3 AF) 20 .... 33B | ACD1 (E-7 D8) 12 .... 938 | .... .. ... . |
|  1749 | ....  ... ..  .. .... 5D8 | ....  ... ..  .. .... 31A | 2B34 (E-5 C0) 10 .... 948 | .... .. ... . |
|  1750 | ....  ... ..  .. .... 600 | 19B0 (G-4 B7) 10 .... 2FA | ....  ... ..  40 .... 958 | .... .. ... . |
|  1751 | ....  ... ..  .. .... 628 | 1CD5 (A-4 B9) 20 .... 2D9 | ....  ... ..  20 .... 968 | .... .. ... . |
|  1752 | ....  ... ..  .. .... 650 | ....  ... ..  40 .... 2B8 | ACD1 (E-7 D8) 12 .... 979 | .... .. ... . |
|  1753 | ....  ... ..  09 00F5 ... | 183F (F#4 B6) .. .... 297 | 2B34 (E-5 C0) 10 .... 989 | .... .. ... . |
|  1754 | 0915  ... ..  .. .... 850 | ....  ... ..  .. .... 276 | ....  ... ..  40 .... 999 | 9000 .. ... . |
|  1755 | 5C15  F-6 CD  81 .... ... | 159A (E-4 B4) .. .... 255 | ....  ... ..  20 .... 9A9 | .... .. ... . |
|  1756 | 0CD8 (G-3 AB) 41 .... ... | ....  ... ..  .. .... 234 | ACD1 (E-7 D8) 12 .... 9BA | 1800 .. ... . |
|  1757 | 0C1F (F#3 AA) 40 .... ... | 102E (B-3 AF) 20 .... 213 | 2B34 (E-5 C0) 10 .... 9CA | C000 .. ... . |
|  1758 | FE1F (B-7 DF) 80 .... ... | ....  ... ..  .. .... 1F2 | ....  ... ..  40 .... 9DA | 7A00 .. ... . |
|  1759 | ....  ... ..  .. .... ... | 19B0 (G-4 B7) 10 .... 1D2 | ....  ... ..  20 .... 9EA | .... .. ... . |
|  1760 | 0915  ... ..  00 .... ... | 1CD5 (A-4 B9) 20 .... 1B1 | ACD1 (E-7 D8) 12 .... 9FB | .... .. ... . |
|  1761 | ....  ... ..  .. .... ... | ....  ... ..  40 .... 190 | 2B34 (E-5 C0) 10 .... A0B | .... .. ... . |
|  1762 | ....  ... ..  .. .... ... | 183F (F#4 B6) .. .... 16F | ....  ... ..  40 .... A1B | .... .. ... . |
|  1763 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 14E | ....  ... ..  20 .... A2B | .... .. ... . |
|  1764 | ....  ... ..  .. .... ... | 159A (E-4 B4) .. .... 12D | ACD1 (E-7 D8) 12 .... A3C | .... .. ... . |
|  1765 | ....  ... ..  09 0692 ... | ....  ... ..  .. .... 10C | 2B34 (E-5 C0) 10 .... A4C | .... .. ... . |
|  1766 | 0307  ... ..  .. .... 378 | 102E (B-3 AF) 20 .... ... | ....  ... ..  40 .... A5C | 2000 .. ... . |
|  1767 | 060F  F#2 9E  11 .... 3A0 | ....  ... ..  .. .... 12C | ....  ... ..  20 .... A6C | .... .. ... . |
|  1768 | 0307 (F#1 92) 40 .... 3C8 | 19B0 (G-4 B7) 10 .... 14D | ACD1 (E-7 D8) 12 .... A7D | 2100 .. ... . |
|  1769 | ....  ... ..  .. .... 3F0 | 1CD5 (A-4 B9) 20 .... 16D | 2B34 (E-5 C0) 10 .... A8D | 2200 .. ... . |
|  1770 | ....  ... ..  .. .... 418 | ....  ... ..  40 .... 18D | ....  ... ..  40 .... A9D | 2300 .. ... . |
|  1771 | ....  ... ..  09 .... ... | 183F (F#4 B6) .. .... 1AD | ....  ... ..  20 .... AAD | .... .. ... . |
|  1772 | 048A  ... ..  .. .... 340 | ....  ... ..  .. .... 1CD | ACD1 (E-7 D8) 12 .... ABE | 2800 .. ... . |
|  1773 | 0915  C#3 A5  11 .... 368 | 159A (E-4 B4) .. .... 1ED | 2B34 (E-5 C0) 10 .... ACE | .... .. ... . |
|  1774 | 048A (C#2 99) 41 .... 390 | ....  ... ..  .. .... 20D | ....  ... ..  40 .... ADE | 2900 .. ... . |
|  1775 | ....  ... ..  .. .... 3B8 | 102E (B-3 AF) 20 .... 22D | ....  ... ..  20 .... AEE | 2A00 .. ... . |
|  1776 | ....  ... ..  .. .... 3E0 | ....  ... ..  .. .... 24D | ACD1 (E-7 D8) 12 .... AFF | 2B00 .. ... . |
|  1777 | ....  ... ..  09 .... ... | 19B0 (G-4 B7) 10 .... 26E | ....  ... ..  09 .... ... | .... .. ... . |
|  1778 | 039A  ... ..  .. .... 408 | 1CD5 (A-4 B9) 20 .... 28E | 2B34  ... ..  .. .... 90F | 2800 .. ... . |
|  1779 | 0735  A-2 A1  11 .... 430 | ....  ... ..  40 .... 2AE | 2B34  E-5 C0  41 .... 91F | .... .. ... . |
|  1780 | 039A (A-1 95) 41 .... 458 | 183F (F#4 B6) .. .... 2CE | ACD1 (E-7 D8) 12 .... 92F | 2900 .. ... . |
|  1781 | ....  ... ..  .. .... 480 | ....  ... ..  .. .... 2EE | 2B34 (E-5 C0) 10 .... 93F | 2A00 .. ... . |
|  1782 | ....  ... ..  .. .... 4A8 | 159A (E-4 B4) .. .... 30E | ....  ... ..  40 .... 94F | 2B00 .. ... . |
|  1783 | ....  ... ..  09 .... ... | ....  ... ..  .. .... 32E | 366F (G#5 C4) 20 .... 95F | .... .. ... . |
|  1784 | 0ACD  ... ..  .. .... 3D0 | 102E (B-3 AF) 20 .... 34E | 1800 (F#4 B6) 12 .... 970 | 2800 .. ... . |
|  1785 | 159A  E-4 B4  11 .... 3F8 | ....  ... ..  .. .... 36E | 366F (G#5 C4) 10 .... 980 | .... .. ... . |
|  1786 | 0ACD (E-3 A8) 41 .... 420 | 19B0 (G-4 B7) 10 .... 38F | ....  ... ..  40 .... 990 | 2900 .. ... . |
|  1787 | ....  ... ..  .. .... 448 | 1CD5 (A-4 B9) 20 .... 3AF | ....  ... ..  20 .... 9A0 | 2A00 .. ... . |
|  1788 | ....  ... ..  .. .... 470 | ....  ... ..  40 .... 3CF | 1800 (F#4 B6) 12 .... 9B1 | 2B00 .. ... . |
|  1789 | ....  ... ..  09 .... ... | 183F (F#4 B6) .. .... 3EF | 2B34 (E-5 C0) 10 .... 9C1 | .... .. ... . |
|  1790 | 0735  ... ..  .. .... 398 | ....  ... ..  .. .... 40F | ....  ... ..  40 .... 9D1 | 2800 .. ... . |
|  1791 | 0E6A  A-3 AD  11 .... 3C0 | 159A (E-4 B4) .. .... 42F | ....  ... ..  20 .... 9E1 | .... .. ... . |
|  1792 | 0735 (A-2 A1) 40 .... 3E8 | ....  ... ..  .. .... 44F | ACD1 (E-7 D8) 12 .... 9F2 | 2900 .. ... . |
|  1793 | ....  ... ..  .. .... 410 | 102E (B-3 AF) 20 .... 46F | 2B34 (E-5 C0) 10 .... A02 | 2A00 .. ... . |
|  1794 | ....  ... ..  .. .... 438 | ....  ... ..  .. .... 48F | ....  ... ..  40 .... A12 | 2B00 .. ... . |
|  1795 | ....  ... ..  09 .... ... | 19B0 (G-4 B7) 10 .... 4B0 | 1CD5 (A-4 B9) 20 .... A22 | .... .. ... . |
|  1796 | 039A  ... ..  .. .... 360 | 1CD5 (A-4 B9) 20 .... 4D0 | 7357 (A-6 D1) 12 .... A33 | 2000 .. ... . |
|  1797 | 0735  A-2 A1  11 .... 388 | ....  ... ..  40 .... 4F0 | 1CD5 (A-4 B9) 10 .... A43 | .... .. ... . |
|  1798 | 039A (A-1 95) 41 .... 3B0 | 183F (F#4 B6) .. .... 510 | ....  ... ..  40 .... A53 | 2100 .. ... . |
|  1799 | ....  ... ..  .. .... 3D8 | ....  ... ..  .. .... 530 | ....  ... ..  20 .... A63 | 2200 .. ... . |
|  1800 | ....  ... ..  .. .... 400 | 159A (E-4 B4) .. .... 550 | 7357 (A-6 D1) 12 .... A74 | 2300 .. ... . |
|  1801 | ....  ... ..  09 00F5 ... | ....  ... ..  .. .... 570 | 1CD5 (A-4 B9) 10 .... A84 | .... .. ... . |
|  1802 | 0915  ... ..  .. .... 800 | 102E (B-3 AF) 20 .... 590 | ....  ... ..  40 .... A94 | 9000 .. ... . |
|  1803 | 5C15  F-6 CD  81 .... ... | ....  ... ..  .. .... 5B0 | ....  ... ..  20 .... AA4 | .... .. ... . |
|  1804 | 0CD8 (G-3 AB) 41 .... ... | 19B0 (G-4 B7) 10 .... 5D1 | 7357 (A-6 D1) 12 .... AB5 | 1800 .. ... . |
|  1805 | 0C1F (F#3 AA) 40 .... ... | 1CD5 (A-4 B9) 20 .... 5F1 | 1CD5 (A-4 B9) 10 .... AC5 | C000 .. ... . |
|  1806 | FE1F (B-7 DF) 80 .... ... | ....  ... ..  40 .... 611 | ....  ... ..  40 .... AD5 | 7A00 .. ... . |
|  1807 | ....  ... ..  .. .... ... | 183F (F#4 B6) .. .... 631 | ....  ... ..  20 .... AE5 | .... .. ... . |
|  1808 | 0915  ... ..  00 .... ... | ....  ... ..  .. .... 651 | 7357 (A-6 D1) 12 .... AF6 | .... .. ... . |
|  1809 | ....  ... ..  .. .... ... | 159A (E-4 B4) .. .... 671 | 1CD5 (A-4 B9) 10 .... B06 | .... .. ... . |
|  1810 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 691 | ....  ... ..  40 .... B16 | .... .. ... . |
|  1811 | ....  ... ..  .. .... ... | 102E (B-3 AF) 20 .... 6B1 | ....  ... ..  20 .... B26 | .... .. ... . |
|  1812 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 6D1 | 7357 (A-6 D1) 12 .... B37 | .... .. ... . |
|  1813 | ....  ... ..  09 0692 ... | 19B0 (G-4 B7) 10 .... 6F2 | 1CD5 (A-4 B9) 10 .... B47 | .... .. ... . |
|  1814 | 06CD  ... ..  .. .... 328 | 1CD5 (A-4 B9) 20 .... 712 | ....  ... ..  40 .... B57 | 2000 .. ... . |
|  1815 | 0D9B  G#3 AC  11 .... 350 | ....  ... ..  40 .... 732 | ....  ... ..  20 .... B67 | .... .. ... . |
|  1816 | 06CD (G#2 A0) 41 .... 378 | 183F (F#4 B6) .. .... 752 | 7357 (A-6 D1) 12 .... B78 | 2100 .. ... . |
|  1817 | ....  ... ..  .. .... 3A0 | ....  ... ..  .. .... 772 | 1CD5 (A-4 B9) 10 .... B88 | 2200 .. ... . |
|  1818 | ....  ... ..  .. .... 3C8 | 159A (E-4 B4) .. .... 792 | ....  ... ..  40 .... B98 | 2300 .. ... . |
|  1819 | ....  ... ..  .. .... 3F0 | ....  ... ..  .. .... 7B2 | ....  ... ..  20 .... BA8 | 2400 .. ... . |
|  1820 | ....  ... ..  .. .... 418 | 102E (B-3 AF) 20 .... 7D2 | 7357 (A-6 D1) 12 .... BB9 | 2500 .. ... . |
|  1821 | ....  ... ..  .. .... 440 | ....  ... ..  .. .... 7F2 | 1CD5 (A-4 B9) 10 .... BC9 | 2600 .. ... . |
|  1822 | ....  ... ..  40 .... 468 | 19B0 (G-4 B7) 10 .... 813 | ....  ... ..  40 .... BD9 | 2700 .. ... . |
|  1823 | ....  ... ..  .. .... 490 | 1CD5 (A-4 B9) 20 .... 833 | ....  ... ..  20 .... BE9 | 2800 .. ... . |
|  1824 | ....  ... ..  .. .... 4B8 | ....  ... ..  40 .... 853 | 7357 (A-6 D1) 12 .... BFA | .... .. ... . |
|  1825 | ....  ... ..  09 .... ... | ....  ... ..  09 .... ... | ....  ... ..  09 .... ... | .... .. ... . |
|  1826 | 0307  ... ..  .. .... 3E0 | 099F  ... ..  .. .... 573 | 1B37  ... ..  .. .... 90A | 2000 .. ... . |
|  1827 | 060F  F#2 9E  11 .... 408 | 099F  D-3 A6  21 .... 593 | 1B37  G#4 B8  41 .... 91A | .... .. ... . |
|  1828 | 0307 (F#1 92) 40 .... 430 | 133E (D-4 B2) 10 .... 5B3 | 6CDE (G#6 D0) 12 .... 92A | 2100 .. ... . |
|  1829 | ....  ... ..  .. .... 458 | 0C1F (F#3 AA) 20 .... 5D3 | 1B37 (G#4 B8) 10 .... 93A | 2200 .. ... . |
|  1830 | ....  ... ..  .. .... 480 | ....  ... ..  40 .... 5F3 | ....  ... ..  40 .... 94A | 2300 .. ... . |
|  1831 | ....  ... ..  09 .... ... | 159A (E-4 B4) .. .... 613 | 1CD5 (A-4 B9) 20 .... 95A | .... .. ... . |
|  1832 | 060F  ... ..  .. .... 3A8 | ....  ... ..  .. .... 633 | 7357 (A-6 D1) 12 .... 96B | 2000 .. ... . |
