Load address: $0400 Init address: $2300 Play address: $2318
Calling initroutine with subtune 2
Calling playroutine for 3000 frames, starting from frame 0
Middle C frequency is $1168

| Frame | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | FCut RC Typ V |
|  1297 | 1F7E (+ 0027) .. .... B80 | 0300 (F#1 92) .. .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|  1298 | 1FA5 (+ 0027) .. .... BC0 | ....  ... ..  .. .... ... | 04B4 (C#2 99) 40 .... 240 | B000 .. ... . |
|  1299 | 1FD4 (+ 002F) .. .... C00 | 0200 (B-0 8B) .. .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|  1300 | 2013 (B-4 BB) .. .... C40 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|  1301 | 1FDC (A#4 BA) .. .... C80 | 0100 (C-0 80) .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|  1302 | 1FA5 (- 0037) .. .... CC0 | 547D  D#6 CB  11 00E8 ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|  1303 | 1F66 (- 003F) .. .... D00 | 4800 (C#6 C9) 81 .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|  1304 | 1F17 (- 004F) .. .... D40 | 547D (D#6 CB) 10 .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|  1305 | 1F5E (+ 0047) .. .... D80 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|  1306 | 1FA5 (+ 0047) .. .... DC0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|  1307 | 1FF4 (B-4 BB) .. .... E40 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|  1308 | 2053 (+ 005F) .. .... EC0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 600 | 4400 .. ... . |
|  1309 | 1FFC (- 0057) .. .... F40 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 640 | 3800 .. ... . |
|  1310 | 1FA5 (A#4 BA) .. .... EC0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 680 | 2C00 .. ... . |
|  1311 | 1F46 (- 005F) .. .... E40 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 6C0 | 2000 .. ... . |
|  1312 | 1ED7 (- 006F) .. .... DC0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 700 | 1200 .. ... . |
|  1313 | 1F3E (+ 0067) .. .... D40 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 740 | 0400 .. ... . |
|  1314 | 1FA5 (+ 0067) .. .... CC0 | 2A3E  D#5 BF  11 .... ... | 04B4  C#2 99  41 .... 100 | .... .. ... . |
|  1315 | 2014 (B-4 BB) .. .... C40 | 4800 (C#6 C9) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|  1316 | 2093 (+ 007F) .. .... BC0 | 2A3E (D#5 BF) 10 .... ... | 04B4 (C#2 99) 40 .... 240 | B000 .. ... . |
|  1317 | 201C (- 0077) .. .... B40 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|  1318 | 1FA5 (A#4 BA) .. .... AC0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|  1319 | 1F26 (- 007F) .. .... A40 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|  1320 | 1E97 (- 008F) .. .... 9C0 | 0151  D#0 83  11 .... ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|  1321 | 1F1E (+ 0087) .. .... 940 | 2000 (B-4 BB) 81 .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|  1322 | 1FA5 (+ 0087) .. .... 8C0 | 0E00 (G#3 AC) 41 .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|  1323 | 2034 (B-4 BB) .. .... 840 | 0C00 (F#3 AA) 40 .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|  1324 | 20D3 (+ 009F) .. .... 7C0 | 3000 (F#5 C2) 80 .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|  1325 | 203C (- 0097) .. .... 740 | 1500 (D#4 B3) .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|  1326 | 1FA5 (A#4 BA) .. .... 6C0 | 2000 (B-4 BB) .. .... ... | ....  ... ..  .. .... 600 | 4400 .. ... . |
|  1327 | 1F06 (- 009F) .. .... 640 | 1000 (B-3 AF) .. .... ... | ....  ... ..  .. .... 640 | 3800 .. ... . |
|  1328 | 1E57 (- 00AF) .. .... 5C0 | 3000 (F#5 C2) .. .... ... | ....  ... ..  .. .... 680 | 2C00 .. ... . |
|  1329 | 1EFE (+ 00A7) .. .... 540 | 0D00 (G-3 AB) 10 .... ... | ....  ... ..  .. .... 6C0 | 2000 .. ... . |
|  1330 | 1FA5 (+ 00A7) .. .... 4C0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 700 | 1200 .. ... . |
|  1331 | 2054 (B-4 BB) .. .... 440 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 740 | 0400 .. ... . |
|  1332 | 2113 (+ 00BF) .. .... 3C0 | 0151  D#0 83  11 .... ... | 04FB  D-2 9A  41 .... 100 | .... .. ... . |
|  1333 | 205C (- 00B7) .. .... 340 | 2000 (B-4 BB) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|  1334 | 1FA5 (A#4 BA) .. .... 2C0 | 0E00 (G#3 AC) 41 .... ... | 04FB (D-2 9A) 40 .... 240 | B000 .. ... . |
|  1335 | 1EE6 (- 00BF) .. .... 240 | 0C00 (F#3 AA) 40 .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|  1336 | 1E17 (A-4 B9) .. .... 1C0 | 3000 (F#5 C2) 80 .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|  1337 | 1EDE (A#4 BA) .. .... 140 | 1500 (D#4 B3) .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|  1338 | 1FA5 (+ 00C7) .. .... 0C0 | 0151  D#0 83  11 .... ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|  1339 | 2074 (B-4 BB) .. .... 140 | 2000 (B-4 BB) 81 .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|  1340 | 2153 (+ 00DF) .. .... 1C0 | 0E00 (G#3 AC) 41 .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|  1341 | 207C (- 00D7) .. .... 240 | 0C00 (F#3 AA) 40 .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|  1342 | 1FA5 (A#4 BA) .. .... 2C0 | 3000 (F#5 C2) 80 .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|  1343 | 1EC6 (- 00DF) .. .... 340 | 1500 (D#4 B3) .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|  1344 | 2A3E  D#5 BF  21 .... 900 | 0151  D#0 83  11 00C8 ... | 0547  D#2 9B  41 .... 100 | .... .. ... . |
|  1345 | ....  ... ..  .. .... 980 | 3100 (F#5 C2) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|  1346 | ....  ... ..  20 .... A00 | 0A00 (D-3 A6) 41 .... ... | 0547 (D#2 9B) 40 .... 240 | B000 .. ... . |
|  1347 | ....  ... ..  40 .... A80 | 0800 (B-2 A3) 40 .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|  1348 | 2A5A (+ 001C) .. .... AC0 | 0600 (F#2 9E) .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|  1349 | 2A86 (+ 002C) .. .... B00 | 0500 (D-2 9A) .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|  1350 | 2A62 (- 0024) .. .... B40 | 0400 (B-1 97) .. .... ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|  1351 | 2A3E (- 0024) .. .... B80 | 0300 (F#1 92) .. .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|  1352 | 2A12 (- 002C) .. .... BC0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|  1353 | 29D6 (- 003C) .. .... C00 | 0200 (B-0 8B) .. .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|  1354 | 2A0A (+ 0034) .. .... C40 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|  1355 | 2A3E (+ 0034) .. .... C80 | 0100 (C-0 80) .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|  1356 | 2A7A (+ 003C) .. .... CC0 | 547D  D#6 CB  11 00E8 ... | ....  ... ..  .. .... 600 | 4400 .. ... . |
|  1357 | 2AC6 (E-5 C0) .. .... D00 | 4800 (C#6 C9) 81 .... ... | ....  ... ..  .. .... 640 | 3800 .. ... . |
|  1358 | 2A82 (D#5 BF) .. .... D40 | 547D (D#6 CB) 10 .... ... | ....  ... ..  .. .... 680 | 2C00 .. ... . |
|  1359 | 2A3E (- 0044) .. .... D80 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 6C0 | 2000 .. ... . |
|  1360 | 29F2 (- 004C) .. .... DC0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 700 | 1200 .. ... . |
|  1361 | 2996 (- 005C) .. .... E40 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 740 | 0400 .. ... . |
|  1362 | 25A2  C#5 BD  21 .... 900 | 2A3E  D#5 BF  11 .... ... | 0547  D#2 9B  41 .... 100 | .... .. ... . |
|  1363 | ....  ... ..  .. .... 980 | 4800 (C#6 C9) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|  1364 | ....  ... ..  20 .... A00 | 2A3E (D#5 BF) 10 .... ... | 0547 (D#2 9B) 40 .... 240 | B000 .. ... . |
|  1365 | ....  ... ..  40 .... A80 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|  1366 | 25D4 (+ 0032) .. .... AC0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|  1367 | 25C3 (- 0011) .. .... B00 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|  1368 | 25A2 (- 0021) .. .... B40 | 0151  D#0 83  11 .... ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|  1369 | 2579 (- 0029) .. .... B80 | 2000 (B-4 BB) 81 .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|  1370 | 2550 (- 0029) .. .... BC0 | 0E00 (G#3 AC) 41 .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|  1371 | 2571 (+ 0021) .. .... C00 | 0C00 (F#3 AA) 40 .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|  1372 | 25A2 (+ 0031) .. .... C40 | 3000 (F#5 C2) 80 .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|  1373 | 25DB (+ 0039) .. .... C80 | 1500 (D#4 B3) .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|  1374 | 2614 (D-5 BE) .. .... CC0 | 2000 (B-4 BB) .. .... ... | ....  ... ..  .. .... 600 | 4400 .. ... . |
|  1375 | 25E3 (C#5 BD) .. .... D00 | 1000 (B-3 AF) .. .... ... | ....  ... ..  .. .... 640 | 3800 .. ... . |
|  1376 | 25A2 (- 0041) .. .... D40 | 3000 (F#5 C2) .. .... ... | ....  ... ..  .. .... 680 | 2C00 .. ... . |
|  1377 | 2559 (- 0049) .. .... D80 | 0D00 (G-3 AB) 10 .... ... | ....  ... ..  .. .... 6C0 | 2000 .. ... . |
|  1378 | 2510 (- 0049) .. .... DC0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 700 | 1200 .. ... . |
|  1379 | 2551 (+ 0041) .. .... E40 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 740 | 0400 .. ... . |
|  1380 | 1FA5  A#4 BA  21 .... 900 | 0151  D#0 83  11 00C8 ... | 04B4  C#2 99  41 .... 100 | .... .. ... . |
|  1381 | ....  ... ..  .. .... 980 | 3100 (F#5 C2) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|  1382 | ....  ... ..  20 .... A00 | 0A00 (D-3 A6) 41 .... ... | 04B4 (C#2 99) 40 .... 240 | B000 .. ... . |
|  1383 | ....  ... ..  40 .... A80 | 0800 (B-2 A3) 40 .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|  1384 | 1FC4 (+ 001F) .. .... AC0 | 0600 (F#2 9E) .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|  1385 | 1FA5 (- 001F) .. .... B00 | 0500 (D-2 9A) .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|  1386 | 1F7E (- 0027) .. .... B40 | 0400 (B-1 97) .. .... ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|  1387 | 1F57 (- 0027) .. .... B80 | 0300 (F#1 92) .. .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|  1388 | 1F76 (+ 001F) .. .... BC0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|  1389 | 1FA5 (+ 002F) .. .... C00 | 0200 (B-0 8B) .. .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|  1390 | 1FDC (+ 0037) .. .... C40 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|  1391 | 2013 (B-4 BB) .. .... C80 | 0100 (C-0 80) .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|  1392 | 25A2  C#5 BD  21 .... 900 | ....  ... ..  .. .... ... | 0547  D#2 9B  41 .... 100 | .... .. ... . |
|  1393 | ....  ... ..  .. .... 980 | 0200 (B-0 8B) .. .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|  1394 | ....  ... ..  20 .... A00 | 0300 (F#1 92) .. .... ... | 0547 (D#2 9B) 40 .... 240 | B000 .. ... . |
|  1395 | ....  ... ..  40 .... A80 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|  1396 | 2570 (- 0032) .. .... AC0 | ....  ... ..  10 .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|  1397 | 2581 (+ 0011) .. .... B00 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|  1398 | 25A2 (+ 0021) .. .... B40 | 2A3E  D#5 BF  11 00E8 ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|  1399 | 25CB (+ 0029) .. .... B80 | 4800 (C#6 C9) 81 .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|  1400 | 25F4 (+ 0029) .. .... BC0 | 2A3E (D#5 BF) 10 .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|  1401 | 25D3 (- 0021) .. .... C00 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|  1402 | 25A2 (- 0031) .. .... C40 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|  1403 | 2569 (- 0039) .. .... C80 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|  1404 | 2530 (- 0039) .. .... CC0 | 547D  D#6 CB  11 .... ... | ....  ... ..  .. .... 600 | 4400 .. ... . |
|  1405 | 2561 (+ 0031) .. .... D00 | 4800 (C#6 C9) 81 .... ... | ....  ... ..  .. .... 640 | 3800 .. ... . |
|  1406 | 25A2 (+ 0041) .. .... D40 | 547D (D#6 CB) 10 .... ... | ....  ... ..  .. .... 680 | 2C00 .. ... . |
|  1407 | 25EB (+ 0049) .. .... D80 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 6C0 | 2000 .. ... . |
|  1408 | 2634 (D-5 BE) .. .... DC0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 700 | 1200 .. ... . |
|  1409 | 25F3 (C#5 BD) .. .... E40 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 740 | 0400 .. ... . |
|  1410 | 2A3E  D#5 BF  21 .... 900 | 0151  D#0 83  11 00C8 ... | 0547  D#2 9B  41 .... 100 | .... .. ... . |
|  1411 | ....  ... ..  .. .... 980 | 3100 (F#5 C2) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|  1412 | ....  ... ..  20 .... A00 | 0A00 (D-3 A6) 41 .... ... | 0547 (D#2 9B) 40 .... 240 | B000 .. ... . |
|  1413 | ....  ... ..  40 .... A80 | 0800 (B-2 A3) 40 .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|  1414 | 2A22 (- 001C) .. .... AC0 | 0600 (F#2 9E) .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|  1415 | 2A3E (+ 001C) .. .... B00 | 0500 (D-2 9A) .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|  1416 | 2A62 (+ 0024) .. .... B40 | 0151  D#0 83  11 00E8 ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|  1417 | 2A96 (+ 0034) .. .... B80 | 2000 (B-4 BB) 81 .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|  1418 | 2A6A (- 002C) .. .... BC0 | 0E00 (G#3 AC) 41 .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|  1419 | 2A3E (- 002C) .. .... C00 | 0C00 (F#3 AA) 40 .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|  1420 | 2A0A (- 0034) .. .... C40 | 3000 (F#5 C2) 80 .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|  1421 | 29C6 (- 0044) .. .... C80 | 1500 (D#4 B3) .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|  1422 | 2A02 (+ 003C) .. .... CC0 | 0151  D#0 83  11 00C8 ... | 0547  D#2 9B  41 .... 100 | .... .. ... . |
|  1423 | 2A3E (+ 003C) .. .... D00 | 3100 (F#5 C2) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|  1424 | 2A82 (+ 0044) .. .... D40 | 0A00 (D-3 A6) 41 .... ... | 0547 (D#2 9B) 40 .... 240 | B000 .. ... . |
|  1425 | 2AD6 (E-5 C0) .. .... D80 | 0800 (B-2 A3) 40 .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|  1426 | 2A8A (D#5 BF) .. .... DC0 | 0600 (F#2 9E) .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|  1427 | 2A3E (- 004C) .. .... E40 | 0500 (D-2 9A) .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|  1428 | 323C  F#5 C2  21 .... 900 | 2A3E  D#5 BF  11 00E8 ... | 05ED  F-2 9D  41 .... 100 | .... .. ... . |
|  1429 | ....  ... ..  .. .... 980 | 4800 (C#6 C9) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|  1430 | ....  ... ..  20 .... A00 | 2A3E (D#5 BF) 10 .... ... | 05ED (F-2 9D) 40 .... 240 | B000 .. ... . |
|  1431 | ....  ... ..  40 .... A80 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|  1432 | ....  ... ..  .. .... AC0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|  1433 | 3263 (+ 0027) .. .... B00 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|  1434 | 328A (+ 0027) .. .... B40 | 547D  D#6 CB  11 .... ... | 0647  F#2 9E  41 .... 100 | .... .. ... . |
|  1435 | 326B (- 001F) .. .... B80 | 4800 (C#6 C9) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|  1436 | 323C (- 002F) .. .... BC0 | 547D (D#6 CB) 10 .... ... | 0647 (F#2 9E) 40 .... 240 | B000 .. ... . |
|  1437 | 3205 (- 0037) .. .... C00 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|  1438 | 31CE (- 0037) .. .... C40 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|  1439 | 31FD (+ 002F) .. .... C80 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|  1440 | 2F6B  F-5 C1  21 .... 900 | 0151  D#0 83  11 00C8 ... | 0430  B-1 97  41 .... 100 | .... .. ... . |
|  1441 | ....  ... ..  .. .... 980 | 3100 (F#5 C2) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|  1442 | ....  ... ..  20 .... A00 | 0A00 (D-3 A6) 41 .... ... | 0430 (B-1 97) 40 .... 240 | B000 .. ... . |
|  1443 | ....  ... ..  40 .... A80 | 0800 (B-2 A3) 40 .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|  1444 | 2F89 (+ 001E) .. .... AC0 | 0600 (F#2 9E) .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|  1445 | 2F6B (- 001E) .. .... B00 | 0500 (D-2 9A) .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|  1446 | 2F45 (- 0026) .. .... B40 | 0400 (B-1 97) .. .... ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|  1447 | 2F0F (- 0036) .. .... B80 | 0300 (F#1 92) .. .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|  1448 | 2F3D (+ 002E) .. .... BC0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|  1449 | 2F6B (+ 002E) .. .... C00 | 0200 (B-0 8B) .. .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|  1450 | 2FA1 (+ 0036) .. .... C40 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|  1451 | 2FE7 (F#5 C2) .. .... C80 | 0100 (C-0 80) .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|  1452 | 2FA9 (F-5 C1) .. .... CC0 | 547D  D#6 CB  11 00E8 ... | ....  ... ..  .. .... 600 | 4400 .. ... . |
|  1453 | 2F6B (- 003E) .. .... D00 | 4800 (C#6 C9) 81 .... ... | ....  ... ..  .. .... 640 | 3800 .. ... . |
|  1454 | 2F25 (- 0046) .. .... D40 | 547D (D#6 CB) 10 .... ... | ....  ... ..  .. .... 680 | 2C00 .. ... . |
|  1455 | 2ECF (- 0056) .. .... D80 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 6C0 | 2000 .. ... . |
|  1456 | 2F1D (+ 004E) .. .... DC0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 700 | 1200 .. ... . |
|  1457 | 2F6B (+ 004E) .. .... E40 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 740 | 0400 .. ... . |
|  1458 | 2FC1 (+ 0056) .. .... EC0 | 2A3E  D#5 BF  11 .... ... | 0430  B-1 97  41 .... 100 | .... .. ... . |
|  1459 | 3027 (F#5 C2) .. .... F40 | 4800 (C#6 C9) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|  1460 | 2FC9 (F-5 C1) .. .... EC0 | 2A3E (D#5 BF) 10 .... ... | 0430 (B-1 97) 40 .... 240 | B000 .. ... . |
|  1461 | 2F6B (- 005E) .. .... E40 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|  1462 | 2F05 (- 0066) .. .... DC0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|  1463 | 2E8F (- 0076) .. .... D40 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|  1464 | 2A3E  D#5 BF  21 .... 900 | 0151  D#0 83  11 .... ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|  1465 | ....  ... ..  .. .... 980 | 2000 (B-4 BB) 81 .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|  1466 | ....  ... ..  20 .... A00 | 0E00 (G#3 AC) 41 .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|  1467 | ....  ... ..  40 .... A80 | 0C00 (F#3 AA) 40 .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|  1468 | 2A76 (+ 0038) .. .... AC0 | 3000 (F#5 C2) 80 .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|  1469 | 2A62 (- 0014) .. .... B00 | 1500 (D#4 B3) .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|  1470 | 2A3E (- 0024) .. .... B40 | 2000 (B-4 BB) .. .... ... | ....  ... ..  .. .... 600 | 4400 .. ... . |
|  1471 | 2A12 (- 002C) .. .... B80 | 1000 (B-3 AF) .. .... ... | ....  ... ..  .. .... 640 | 3800 .. ... . |
|  1472 | 29E6 (- 002C) .. .... BC0 | 3000 (F#5 C2) .. .... ... | ....  ... ..  .. .... 680 | 2C00 .. ... . |
|  1473 | 2A0A (+ 0024) .. .... C00 | 0D00 (G-3 AB) 10 .... ... | ....  ... ..  .. .... 6C0 | 2000 .. ... . |
|  1474 | 2A3E (+ 0034) .. .... C40 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 700 | 1200 .. ... . |
|  1475 | 2A7A (+ 003C) .. .... C80 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 740 | 0400 .. ... . |
|  1476 | 2AB6 (E-5 C0) .. .... CC0 | 0151  D#0 83  11 00C8 ... | 0430  B-1 97  41 .... 100 | .... .. ... . |
|  1477 | 2A82 (D#5 BF) .. .... D00 | 3100 (F#5 C2) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|  1478 | 2A3E (- 0044) .. .... D40 | 0A00 (D-3 A6) 41 .... ... | 0430 (B-1 97) 40 .... 240 | B000 .. ... . |
|  1479 | 29F2 (- 004C) .. .... D80 | 0800 (B-2 A3) 40 .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|  1480 | 29A6 (- 004C) .. .... DC0 | 0600 (F#2 9E) .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|  1481 | 29EA (+ 0044) .. .... E40 | 0500 (D-2 9A) .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|  1482 | 2A3E (+ 0054) .. .... EC0 | 0151  D#0 83  11 .... ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|  1483 | 2A9A (+ 005C) .. .... F40 | 3100 (F#5 C2) 81 .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|  1484 | 2AF6 (E-5 C0) .. .... EC0 | 0A00 (D-3 A6) 41 .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|  1485 | 2AA2 (D#5 BF) .. .... E40 | 0800 (B-2 A3) 40 .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|  1486 | 2A3E (- 0064) .. .... DC0 | 0600 (F#2 9E) .. .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|  1487 | 29D2 (- 006C) .. .... D40 | 0500 (D-2 9A) .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
