Load address: $0400 Init address: $2300 Play address: $2318
Calling initroutine with subtune 2
Calling playroutine for 3000 frames, starting from frame 0
Middle C frequency is $1168

| Frame | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | FCut RC Typ V |
|   938 | ....  ... ..  20 .... 100 | 0E00 (G#3 AC) 41 .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|   939 | ....  ... ..  40 .... 180 | 0C00 (F#3 AA) 40 .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|   940 | 1505 (- 001A) .. .... 200 | 3000 (F#5 C2) 80 .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|   941 | 151F (+ 001A) .. .... 210 | 1500 (D#4 B3) .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|   942 | 1541 (+ 0022) .. .... 220 | 2000 (B-4 BB) .. .... ... | ....  ... ..  .. .... 600 | 4400 .. ... . |
|   943 | 1563 (E-4 B4) .. .... 230 | 1000 (B-3 AF) .. .... ... | ....  ... ..  .. .... 640 | 3800 .. ... . |
|   944 | 1549 (D#4 B3) .. .... 240 | 3000 (F#5 C2) .. .... ... | ....  ... ..  .. .... 680 | 2C00 .. ... . |
|   945 | 151F (- 002A) .. .... 250 | 0D00 (G-3 AB) 10 .... ... | ....  ... ..  .. .... 6C0 | 2000 .. ... . |
|   946 | 14ED (- 0032) .. .... 260 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 700 | 1200 .. ... . |
|   947 | 14BB (- 0032) .. .... 270 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 740 | 0400 .. ... . |
|   948 | 12D1  C#4 B1  21 .... 000 | 0151  D#0 83  11 .... ... | 04FB  D-2 9A  41 .... 100 | .... .. ... . |
|   949 | ....  ... ..  .. .... 080 | 2000 (B-4 BB) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|   950 | ....  ... ..  20 .... 100 | 0E00 (G#3 AC) 41 .... ... | 04FB (D-2 9A) 40 .... 240 | B000 .. ... . |
|   951 | ....  ... ..  40 .... 180 | 0C00 (F#3 AA) 40 .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|   952 | 1301 (D-4 B2) .. .... 200 | 3000 (F#5 C2) 80 .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|   953 | 12E9 (C#4 B1) .. .... 210 | 1500 (D#4 B3) .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|   954 | 12D1 (- 0018) .. .... 220 | 0151  D#0 83  11 .... ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|   955 | 12B1 (- 0020) .. .... 230 | 2000 (B-4 BB) 81 .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|   956 | 1281 (- 0030) .. .... 240 | 0E00 (G#3 AC) 41 .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|   957 | 12A9 (+ 0028) .. .... 250 | 0C00 (F#3 AA) 40 .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|   958 | 12D1 (+ 0028) .. .... 260 | 3000 (F#5 C2) 80 .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|   959 | 1301 (D-4 B2) .. .... 270 | 1500 (D#4 B3) .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|   960 | 151F  D#4 B3  21 .... 000 | 0151  D#0 83  11 00C8 ... | 0547  D#2 9B  41 .... 100 | .... .. ... . |
|   961 | ....  ... ..  .. .... 080 | 3100 (F#5 C2) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|   962 | ....  ... ..  20 .... 100 | 0A00 (D-3 A6) 41 .... ... | 0547 (D#2 9B) 40 .... 240 | B000 .. ... . |
|   963 | ....  ... ..  40 .... 180 | 0800 (B-2 A3) 40 .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|   964 | 1505 (- 001A) .. .... 200 | 0600 (F#2 9E) .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|   965 | 14EB (- 001A) .. .... 210 | 0500 (D-2 9A) .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|   966 | 151F  D#4 B3  21 .... 000 | 0400 (B-1 97) .. .... ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|   967 | ....  ... ..  .. .... 080 | 0300 (F#1 92) .. .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|   968 | ....  ... ..  20 .... 100 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|   969 | ....  ... ..  40 .... 180 | 0200 (B-0 8B) .. .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|   970 | 1553 (E-4 B4) .. .... 200 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|   971 | 1539 (D#4 B3) .. .... 210 | 0100 (C-0 80) .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|   972 | 151F  D#4 B3  21 .... 000 | 547D  D#6 CB  11 00E8 ... | ....  ... ..  .. .... 600 | 4400 .. ... . |
|   973 | ....  ... ..  .. .... 080 | 4800 (C#6 C9) 81 .... ... | ....  ... ..  .. .... 640 | 3800 .. ... . |
|   974 | ....  ... ..  20 .... 100 | 547D (D#6 CB) 10 .... ... | ....  ... ..  .. .... 680 | 2C00 .. ... . |
|   975 | ....  ... ..  40 .... 180 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 6C0 | 2000 .. ... . |
|   976 | 1505 (- 001A) .. .... 200 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 700 | 1200 .. ... . |
|   977 | 151F (+ 001A) .. .... 210 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 740 | 0400 .. ... . |
|   978 | 151F  D#4 B3  21 .... 000 | 2A3E  D#5 BF  11 .... ... | 0547  D#2 9B  41 .... 100 | .... .. ... . |
|   979 | ....  ... ..  .. .... 080 | 4800 (C#6 C9) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|   980 | ....  ... ..  20 .... 100 | 2A3E (D#5 BF) 10 .... ... | 0547 (D#2 9B) 40 .... 240 | B000 .. ... . |
|   981 | ....  ... ..  40 .... 180 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|   982 | ....  ... ..  .. .... 200 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|   983 | 1505 (- 001A) .. .... 210 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|   984 | 151F  D#4 B3  21 .... 000 | 0151  D#0 83  11 .... ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|   985 | ....  ... ..  .. .... 080 | 2000 (B-4 BB) 81 .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|   986 | ....  ... ..  20 .... 100 | 0E00 (G#3 AC) 41 .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|   987 | ....  ... ..  40 .... 180 | 0C00 (F#3 AA) 40 .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|   988 | 1539 (+ 001A) .. .... 200 | 3000 (F#5 C2) 80 .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|   989 | 1553 (E-4 B4) .. .... 210 | 1500 (D#4 B3) .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|   990 | 1541 (D#4 B3) .. .... 220 | 2000 (B-4 BB) .. .... ... | ....  ... ..  .. .... 600 | 4400 .. ... . |
|   991 | 151F (- 0022) .. .... 230 | 1000 (B-3 AF) .. .... ... | ....  ... ..  .. .... 640 | 3800 .. ... . |
|   992 | 14F5 (- 002A) .. .... 240 | 3000 (F#5 C2) .. .... ... | ....  ... ..  .. .... 680 | 2C00 .. ... . |
|   993 | 14CB (- 002A) .. .... 250 | 0D00 (G-3 AB) 10 .... ... | ....  ... ..  .. .... 6C0 | 2000 .. ... . |
|   994 | 14ED (+ 0022) .. .... 260 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 700 | 1200 .. ... . |
|   995 | 151F (+ 0032) .. .... 270 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 740 | 0400 .. ... . |
|   996 | 151F  D#4 B3  21 .... 000 | 0151  D#0 83  11 00C8 ... | 04B4  C#2 99  41 .... 100 | .... .. ... . |
|   997 | ....  ... ..  .. .... 080 | 3100 (F#5 C2) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|   998 | ....  ... ..  20 .... 100 | 0A00 (D-3 A6) 41 .... ... | 04B4 (C#2 99) 40 .... 240 | B000 .. ... . |
|   999 | ....  ... ..  40 .... 180 | 0800 (B-2 A3) 40 .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|  1000 | ....  ... ..  .. .... 200 | 0600 (F#2 9E) .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|  1001 | 1505 (- 001A) .. .... 210 | 0500 (D-2 9A) .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|  1002 | 191E  F#4 B6  21 .... 000 | 0400 (B-1 97) .. .... ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|  1003 | ....  ... ..  .. .... 080 | 0300 (F#1 92) .. .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|  1004 | ....  ... ..  20 .... 100 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|  1005 | ....  ... ..  40 .... 180 | 0200 (B-0 8B) .. .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|  1006 | 1939 (+ 001B) .. .... 200 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|  1007 | 1954 (+ 001B) .. .... 210 | 0100 (C-0 80) .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|  1008 | 1941 (- 0013) .. .... 220 | ....  ... ..  .. .... ... | 0547  D#2 9B  41 .... 100 | .... .. ... . |
|  1009 | 191E (- 0023) .. .... 230 | 0200 (B-0 8B) .. .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|  1010 | 18F3 (- 002B) .. .... 240 | 0300 (F#1 92) .. .... ... | 0547 (D#2 9B) 40 .... 240 | B000 .. ... . |
|  1011 | 18C8 (- 002B) .. .... 250 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|  1012 | 18EB (+ 0023) .. .... 260 | ....  ... ..  10 .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|  1013 | 191E (+ 0033) .. .... 270 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|  1014 | 191E  F#4 B6  21 .... 000 | 2A3E  D#5 BF  11 00E8 ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|  1015 | ....  ... ..  .. .... 080 | 4800 (C#6 C9) 81 .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|  1016 | ....  ... ..  20 .... 100 | 2A3E (D#5 BF) 10 .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|  1017 | ....  ... ..  40 .... 180 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|  1018 | ....  ... ..  .. .... 200 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|  1019 | 1903 (- 001B) .. .... 210 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|  1020 | 17B5  F-4 B5  21 .... 000 | 547D  D#6 CB  11 .... ... | ....  ... ..  .. .... 600 | 4400 .. ... . |
|  1021 | ....  ... ..  .. .... 080 | 4800 (C#6 C9) 81 .... ... | ....  ... ..  .. .... 640 | 3800 .. ... . |
|  1022 | ....  ... ..  20 .... 100 | 547D (D#6 CB) 10 .... ... | ....  ... ..  .. .... 680 | 2C00 .. ... . |
|  1023 | ....  ... ..  40 .... 180 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 6C0 | 2000 .. ... . |
|  1024 | 17D0 (+ 001B) .. .... 200 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 700 | 1200 .. ... . |
|  1025 | 17EB (+ 001B) .. .... 210 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 740 | 0400 .. ... . |
|  1026 | 17D8 (- 0013) .. .... 220 | 0151  D#0 83  11 00C8 ... | 0547  D#2 9B  41 .... 100 | .... .. ... . |
|  1027 | 17B5 (- 0023) .. .... 230 | 3100 (F#5 C2) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|  1028 | 178A (- 002B) .. .... 240 | 0A00 (D-3 A6) 41 .... ... | 0547 (D#2 9B) 40 .... 240 | B000 .. ... . |
|  1029 | 175F (- 002B) .. .... 250 | 0800 (B-2 A3) 40 .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|  1030 | 1782 (+ 0023) .. .... 260 | 0600 (F#2 9E) .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|  1031 | 17B5 (+ 0033) .. .... 270 | 0500 (D-2 9A) .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|  1032 | 151F  D#4 B3  21 .... 000 | 0151  D#0 83  11 00E8 ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|  1033 | ....  ... ..  .. .... 080 | 2000 (B-4 BB) 81 .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|  1034 | ....  ... ..  20 .... 100 | 0E00 (G#3 AC) 41 .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|  1035 | ....  ... ..  40 .... 180 | 0C00 (F#3 AA) 40 .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|  1036 | ....  ... ..  .. .... 200 | 3000 (F#5 C2) 80 .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|  1037 | 1505 (- 001A) .. .... 210 | 1500 (D#4 B3) .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|  1038 | 14DB (- 002A) .. .... 220 | 0151  D#0 83  11 00C8 ... | 0547  D#2 9B  41 .... 100 | .... .. ... . |
|  1039 | 14FD (+ 0022) .. .... 230 | 3100 (F#5 C2) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|  1040 | 151F (+ 0022) .. .... 240 | 0A00 (D-3 A6) 41 .... ... | 0547 (D#2 9B) 40 .... 240 | B000 .. ... . |
|  1041 | 1549 (+ 002A) .. .... 250 | 0800 (B-2 A3) 40 .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|  1042 | 1583 (E-4 B4) .. .... 260 | 0600 (F#2 9E) .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|  1043 | 1551 (- 0032) .. .... 270 | 0500 (D-2 9A) .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|  1044 | 12D1  C#4 B1  21 .... 000 | 2A3E  D#5 BF  11 00E8 ... | 05ED  F-2 9D  41 .... 100 | .... .. ... . |
|  1045 | ....  ... ..  .. .... 080 | 4800 (C#6 C9) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|  1046 | ....  ... ..  20 .... 100 | 2A3E (D#5 BF) 10 .... ... | 05ED (F-2 9D) 40 .... 240 | B000 .. ... . |
|  1047 | ....  ... ..  40 .... 180 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|  1048 | 12B9 (- 0018) .. .... 200 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|  1049 | 12D1 (+ 0018) .. .... 210 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|  1050 | 12F1 (+ 0020) .. .... 220 | 547D  D#6 CB  11 .... ... | 0647  F#2 9E  41 .... 100 | .... .. ... . |
|  1051 | 1311 (D-4 B2) .. .... 230 | 4800 (C#6 C9) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|  1052 | 12F9 (C#4 B1) .. .... 240 | 547D (D#6 CB) 10 .... ... | 0647 (F#2 9E) 40 .... 240 | B000 .. ... . |
|  1053 | 12D1 (- 0028) .. .... 250 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|  1054 | 12A1 (- 0030) .. .... 260 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|  1055 | 1271 (- 0030) .. .... 270 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|  1056 | 151F  D#4 B3  21 .... 000 | 0151  D#0 83  11 00C8 ... | 0430  B-1 97  41 .... 100 | .... .. ... . |
|  1057 | ....  ... ..  .. .... 080 | 3100 (F#5 C2) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|  1058 | ....  ... ..  20 .... 100 | 0A00 (D-3 A6) 41 .... ... | 0430 (B-1 97) 40 .... 240 | B000 .. ... . |
|  1059 | ....  ... ..  40 .... 180 | 0800 (B-2 A3) 40 .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|  1060 | 1553 (E-4 B4) .. .... 200 | 0600 (F#2 9E) .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|  1061 | 1539 (D#4 B3) .. .... 210 | 0500 (D-2 9A) .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|  1062 | 151F  D#4 B3  21 .... 000 | 0400 (B-1 97) .. .... ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|  1063 | ....  ... ..  .. .... 080 | 0300 (F#1 92) .. .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|  1064 | ....  ... ..  20 .... 100 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|  1065 | ....  ... ..  40 .... 180 | 0200 (B-0 8B) .. .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|  1066 | 1505 (- 001A) .. .... 200 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|  1067 | 151F (+ 001A) .. .... 210 | 0100 (C-0 80) .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|  1068 | 1FA5  A#4 BA  21 .... 000 | 547D  D#6 CB  11 00E8 ... | ....  ... ..  .. .... 600 | 4400 .. ... . |
|  1069 | ....  ... ..  .. .... 080 | 4800 (C#6 C9) 81 .... ... | ....  ... ..  .. .... 640 | 3800 .. ... . |
|  1070 | ....  ... ..  20 .... 100 | 547D (D#6 CB) 10 .... ... | ....  ... ..  .. .... 680 | 2C00 .. ... . |
|  1071 | ....  ... ..  40 .... 180 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 6C0 | 2000 .. ... . |
|  1072 | ....  ... ..  .. .... 200 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 700 | 1200 .. ... . |
|  1073 | 1F86 (- 001F) .. .... 210 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 740 | 0400 .. ... . |
|  1074 | 1F57 (- 002F) .. .... 220 | 2A3E  D#5 BF  11 .... ... | 0430  B-1 97  41 .... 100 | .... .. ... . |
|  1075 | 1F7E (+ 0027) .. .... 230 | 4800 (C#6 C9) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|  1076 | 1FA5 (+ 0027) .. .... 240 | 2A3E (D#5 BF) 10 .... ... | 0430 (B-1 97) 40 .... 240 | B000 .. ... . |
|  1077 | 1FD4 (+ 002F) .. .... 250 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|  1078 | 2013 (B-4 BB) .. .... 260 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|  1079 | 1FDC (A#4 BA) .. .... 270 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|  1080 | 1C31  G#4 B8  21 .... 000 | 0151  D#0 83  11 .... ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|  1081 | ....  ... ..  .. .... 080 | 2000 (B-4 BB) 81 .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|  1082 | ....  ... ..  20 .... 100 | 0E00 (G#3 AC) 41 .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|  1083 | ....  ... ..  40 .... 180 | 0C00 (F#3 AA) 40 .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|  1084 | 1C14 (- 001D) .. .... 200 | 3000 (F#5 C2) 80 .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|  1085 | 1C31 (+ 001D) .. .... 210 | 1500 (D#4 B3) .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|  1086 | 1C56 (+ 0025) .. .... 220 | 2000 (B-4 BB) .. .... ... | ....  ... ..  .. .... 600 | 4400 .. ... . |
|  1087 | 1C7B (A-4 B9) .. .... 230 | 1000 (B-3 AF) .. .... ... | ....  ... ..  .. .... 640 | 3800 .. ... . |
|  1088 | 1C5E (G#4 B8) .. .... 240 | 3000 (F#5 C2) .. .... ... | ....  ... ..  .. .... 680 | 2C00 .. ... . |
|  1089 | 1C31 (- 002D) .. .... 250 | 0D00 (G-3 AB) 10 .... ... | ....  ... ..  .. .... 6C0 | 2000 .. ... . |
|  1090 | 1BFC (- 0035) .. .... 260 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 700 | 1200 .. ... . |
|  1091 | 1BC7 (- 0035) .. .... 270 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 740 | 0400 .. ... . |
|  1092 | 191E  F#4 B6  21 .... 000 | 0151  D#0 83  11 00C8 ... | 0430  B-1 97  41 .... 100 | .... .. ... . |
|  1093 | ....  ... ..  .. .... 080 | 3100 (F#5 C2) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|  1094 | ....  ... ..  20 .... 100 | 0A00 (D-3 A6) 41 .... ... | 0430 (B-1 97) 40 .... 240 | B000 .. ... . |
|  1095 | ....  ... ..  40 .... 180 | 0800 (B-2 A3) 40 .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|  1096 | 1954 (+ 0036) .. .... 200 | 0600 (F#2 9E) .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|  1097 | 1939 (- 001B) .. .... 210 | 0500 (D-2 9A) .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|  1098 | 1C31  G#4 B8  21 .... 000 | 0151  D#0 83  11 .... ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|  1099 | ....  ... ..  .. .... 080 | 3100 (F#5 C2) 81 .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|  1100 | ....  ... ..  20 .... 100 | 0A00 (D-3 A6) 41 .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|  1101 | ....  ... ..  40 .... 180 | 0800 (B-2 A3) 40 .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|  1102 | 1C14 (- 001D) .. .... 200 | 0600 (F#2 9E) .. .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|  1103 | 1C31 (+ 001D) .. .... 210 | 0500 (D-2 9A) .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|  1104 | 1C56 (+ 0025) .. .... 220 | 0400 (B-1 97) .. .... ... | 04B4  C#2 99  41 .... 100 | .... .. ... . |
|  1105 | 1C7B (A-4 B9) .. .... 230 | 0300 (F#1 92) .. .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|  1106 | 1C5E (G#4 B8) .. .... 240 | ....  ... ..  .. .... ... | 04B4 (C#2 99) 40 .... 240 | B000 .. ... . |
|  1107 | 1C31 (- 002D) .. .... 250 | 0200 (B-0 8B) .. .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|  1108 | 1BFC (- 0035) .. .... 260 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|  1109 | 1BC7 (- 0035) .. .... 270 | 0100 (C-0 80) .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|  1110 | 1BF4 (+ 002D) .. .... 280 | 547D  D#6 CB  11 00E8 ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|  1111 | 1C31 (+ 003D) .. .... 290 | 4800 (C#6 C9) 81 .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|  1112 | 1C76 (A-4 B9) .. .... 2A0 | 547D (D#6 CB) 10 .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|  1113 | 1CBB (+ 0045) .. .... 2B0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|  1114 | 1C7E (- 003D) .. .... 2C0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
|  1115 | 1C31 (G#4 B8) .. .... 2D0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 5C0 | 5000 .. ... . |
|  1116 | 1BDC (- 0055) .. .... 2E0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 600 | 4400 .. ... . |
|  1117 | 1B87 (- 0055) .. .... 2F0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 640 | 3800 .. ... . |
|  1118 | 1BD4 (+ 004D) .. .... 300 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 680 | 2C00 .. ... . |
|  1119 | 1C31 (+ 005D) .. .... 310 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 6C0 | 2000 .. ... . |
|  1120 | 1C96 (A-4 B9) .. .... 320 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 700 | 1200 .. ... . |
|  1121 | 1CFB (+ 0065) .. .... 330 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 740 | 0400 .. ... . |
|  1122 | 1C9E (- 005D) .. .... 340 | 2A3E  D#5 BF  11 .... ... | 04B4  C#2 99  41 .... 100 | .... .. ... . |
|  1123 | 1C31 (G#4 B8) .. .... 350 | 4800 (C#6 C9) 81 .... ... | 4800 (C#6 C9) 81 .... 1A0 | C000 .. ... . |
|  1124 | 1BBC (- 0075) .. .... 360 | 2A3E (D#5 BF) 10 .... ... | 04B4 (C#2 99) 40 .... 240 | B000 .. ... . |
|  1125 | 1B47 (- 0075) .. .... 370 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 2E0 | A000 .. ... . |
|  1126 | 1BB4 (+ 006D) .. .... 380 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 380 | 9000 .. ... . |
|  1127 | 1C31 (+ 007D) .. .... 390 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 3E0 | 8000 .. ... . |
|  1128 | 1CB6 (A-4 B9) .. .... 3A0 | 0151  D#0 83  11 .... ... | ....  ... ..  .. .... 440 | 7800 .. ... . |
|  1129 | 1D3B (+ 0085) .. .... 3B0 | 2000 (B-4 BB) 81 .... ... | ....  ... ..  .. .... 4A0 | 7000 .. ... . |
|  1130 | 1CBE (- 007D) .. .... 3C0 | 0E00 (G#3 AC) 41 .... ... | ....  ... ..  .. .... 500 | 6800 .. ... . |
|  1131 | 1C31 (G#4 B8) .. .... 3D0 | 0C00 (F#3 AA) 40 .... ... | ....  ... ..  .. .... 540 | 6000 .. ... . |
|  1132 | 1B9C (- 0095) .. .... 3E0 | 3000 (F#5 C2) 80 .... ... | ....  ... ..  .. .... 580 | 5800 .. ... . |
